Object ID,Name,Zone,Description,Notes
red_star,models/four_shapes/Audio/red_star.mp3,,,
blue_heart,models/four_shapes/Audio/blue_heart.mp3,,,
green_club,models/four_shapes/Audio/green_club.mp3,,,
purple_diamond,models/four_shapes/Audio/purple_diamond.mp3,,,
