Object ID,Name,Zone,Description,Notes
Front,models/house_3d/Audio/Front.mp3,,,
Rear,models/house_3d/Audio/Rear.mp3,,,
Left_Side,models/house_3d/Audio/Left_Side.mp3,,,
Right_Side,models/house_3d/Audio/Right_Side.mp3,,,
Front_Roof,models/house_3d/Audio/Front_Roof.mp3,,,
Rear_Roof,models/house_3d/Audio/Rear_Roof.mp3,,,
Top_Roof,models/house_3d/Audio/Top_Roof.mp3,,,
