Object ID,Name,Zone,Description,Notes
red_star,four_shapes/Audio/red_star.mp3,,,
blue_heart,four_shapes/Audio/blue_heart.mp3,,,
green_club,four_shapes/Audio/green_club.mp3,,,
purple_diamond,four_shapes/Audio/purple_diamond.mp3,,,
