Object ID,Name,Zone,Description,Notes
Front,house_3d/Audio/Front.mp3,,,
Rear,house_3d/Audio/Rear.mp3,,,
Left_Side,house_3d/Audio/Left_Side.mp3,,,
Right_Side,house_3d/Audio/Right_Side.mp3,,,
Front_Roof,house_3d/Audio/Front_Roof.mp3,,,
Rear_Roof,house_3d/Audio/Rear_Roof.mp3,,,
Top_Roof,house_3d/Audio/Top_Roof.mp3,,,
